Entity,n_observed_edges
'eRene_Coty',1
'eRene_Mayer',1
'eRene_Monory',4
'eRene_Pleven',3
'eRene_Preval',1
'eRene_Viviani',2
'eRene_of_Chalon',1
'eRentaro_Mikuni',1
'eReuven_Rivlin',3
'eReza_Shah',1
'eRicardo_Lagos',1
"'eRichard,_1st_Earl_of_Cornwall'",1
'eRichard_C._Sarafian',1
'eRichard_Cromwell',2
'eRichard_Harris',2
"'eRichard_I,_Duke_of_Normandy'",2
'eRichard_II_of_England',2
'eRichard_I_of_England',2
'eRichard_Nixon',2
'eRichard_Stucklen',3
"'eRichard_Yates,_Jr.'",1
"'eRichard_Yates_(politician,_born_1815)'",1
"'eRichard_of_York,_3rd_Duke_of_York'",1
'eRichard_von_Weizsacker',2
'eRichenza_of_Northeim',3
"'eRicheza_of_Poland,_Queen_of_Sweden'",2
"'eRichilde,_Countess_of_Hainaut'",1
'eRishi_Kapoor',1
'eRobert_Alda',1
'eRobert_Badinter',1
'eRobert_Boulin',4
'eRobert_Byrd',3
'eRobert_Coldwell_Wood',1
'eRobert_Curthose',1
"'eRobert_Downey,_Sr.'",1
"'eRobert_Dudley,_1st_Earl_of_Leicester'",1
'eRobert_Dudley_(explorer)',1
'eRobert_Duvall',1
'eRobert_Evans_(producer)',1
'eRobert_Galley_(politician)',1
"'eRobert_Gascoyne-Cecil,_3rd_Marquess_of_Salisbury'",3
'eRobert_Gates',1
'eRobert_Guei',1
'eRobert_Guiscard',1
"'eRobert_I,_Duke_of_Parma'",4
"'eRobert_II,_Duke_of_Burgundy'",1
'eRobert_II_of_France',3
'eRobert_Keith_(actor)',1
'eRobert_Layton',1
'eRobert_Louis_Stevenson',1
'eRobert_Menzies',1
'eRobert_Montgomery_(actor)',1
'eRobert_Mugabe',2
'eRobert_Peel',2
'eRobert_Schuman',1
'eRobert_Stephens',1
'eRobert_Thurman',1
'eRobert_Walker_(actor)',1
'eRoberto_Rossellini',1
'eRobin_Cook',1
'eRod_Blagojevich',1
'eRodrigo_Rato',4
'eRoger-Gerard_Schwartzenberg',2
'eRoger_Frey',1
'eRoger_II_of_Sicily',2
'eRoger_I_of_Sicily',1
'eRoh_Moo-hyun',1
'eRoja_Ramani',1
'eRoland_Dumas',3
'eRolandas_Paksas',4
'eRoman_Herzog',1
'eRomano_Prodi',5
'eRomanos_I_Lekapenos',1
'eRon_Howard',1
'eRon_Paul',1
'eRonald_Reagan',2
'eRosa_Zafferani',1
'eRosalynn_Carter',1
'eRose_Friedman',1
'eRose_Kennedy',5
'eRoselyne_Bachelot',2
'eRosemary_Harris',1
'eRostislav_I_of_Kiev',1
'eRosy_Bindi',1
'eRozala_of_Italy',1
'eRudolf_Gnagi',1
"'eRudolf_IV,_Duke_of_Austria'",2
'eRudolf_I_of_Bohemia',2
'eRudolf_I_of_Germany',2
'eRudolf_Kirchschlager',1
'eRudolf_Scharping',4
'eRudolf_Schuster',1
'eRudy_Demotte',2
'eRudy_Giuliani',1
'eRufus_King',1
'eRuhollah_Khomeini',1
'eRuss_Tamblyn',1
'eRuth_Dreifuss',3
'eRuud_Lubbers',2
'eRyan_ONeal',1
'eS._A._Chandrasekhar',1
'eS._W._R._D._Bandaranaike',1
'eSadako_Ogata',1
'eSaint_Louis_IX_of_France',2
'eSaint_Margaret_of_Scotland',4
'eSalim_Khan',3
'eSalomea_of_Berg',5
'eSalvador_Allende',1
'eSam_Hinds',2
'eSam_Spiegel',1
'eSam_Wanamaker',1
'eSancho_I_of_Portugal',2
'eSandro_Pertini',1
'eSaovabha_Phongsri',1
'eSarah_Jane_Brown',1
'eSarah_Palin',1
'eSargent_Shriver',1
'eSarvepalli_Radhakrishnan',1
'eSatyajit_Ray',1
'eSatyendra_Narayan_Sinha',1
'eSavang_Vadhana',1
'eScott_Brown',1
'eSean_Connery',1
'eSean_Lemass',1
'eSeewoosagur_Ramgoolam',2
'eSegolene_Royal',2
'eSeiji_Maehara',2
'eSelim_I',1
'eSeqenenre_Tao',2
'eSerge_Gainsbourg',1
'eSerge_Lepeltier',1
'eSergei_Bondarchuk',1
'eSergey_Mikhalkov',2
'eSergio_Osmena',2
'eShah_Jahan',1
'eSharmila_Tagore',2
'eSharon_Osbourne',1
'eShimon_Peres',4
'eShirley_Jones',2
'eShunzhi_Emperor',1
"'eSibylla,_Queen_of_Jerusalem'",1
'eSibylla_of_Anjou',2
'eSidney_Howard',1
'eSidney_Poitier',1
'eSidney_Sonnino',1
'eSidonio_Pais',1
"'eSigismund,_Holy_Roman_Emperor'",6
'eSigismund_III_Vasa',3
'eSigismund_II_Augustus',1
'eSigismund_I_the_Old',4
'eSigmar_Gabriel',1
'eSigrid_the_Haughty',6
'eSiim_Kallas',3
'eSilvia_Pinal',1
'eSilvio_Berlusconi',6
'eSimone_Veil',2
'eSirikit',1
'eSirimavo_Bandaranaike',2
'eSisavang_Vong',1
'eSivaji_Ganesan',1
'eSivakumar',2
'eSlobodan_Milosavljevic',1
'eSlobodan_Milosevic',1
'eSonia_Gandhi',2
'eSoong_May-ling',1
'eSophia_Charlotte_of_Hanover',1
'eSophia_Dorothea_of_Hanover',3
"'eSophia_Jagiellon,_Margravine_of_Brandenburg-Ansbach'",2
'eSophia_of_Hanover',2
'eSophia_of_Minsk',1
'eSophia_of_Nassau',4
'eSophia_of_Prussia',3
'eSophie_Amalie_of_Brunswick-Luneburg',3
'eSophie_of_Mecklenburg-Gustrow',3
'eSpiro_Agnew',1
'eStanislaw_Leszczynski',1
'eStanislaw_Szczesny_Potocki',1
'eStanislaw_Wojciechowski',1
'eStanley_Baldwin',2
'eSteingrimur_Hermannsson',1
'eStella_Stevens',1
"'eStephen,_King_of_England'",1
'eStephen_Dragutin_of_Serbia',1
'eStephen_Gyllenhaal',2
'eStephen_III_of_Hungary',1
'eStephen_I_of_Hungary',1
'eStephen_King',1
'eStephen_V_of_Hungary',1
'eStephen_of_England',3
'eSteven_Tyler',1
'eSteven_Vanackere',1
'eStrom_Thurmond',1
'eSuchitra_Sen',1
'eSukumaran',2
'eSuleyman_Demirel',1
'eSultan_bin_Abdulaziz',2
'eSun_Yat-sen',1
'eSunil_Dutt',1
'eSupriya_Pathak',1
'eSuresh_Oberoi',1
'eSusan_Kohner',1
'eSusan_Sarandon',1
'eSvend_Auken',1
'eSviatoslav_II_of_Kiev',2
'eSweyn_Forkbeard',2
'eSweyn_I_of_Denmark',5
'eSylvester_Weaver_(executive)',1
'eT._Rajendar',1
'eTadj_ol-Molouk',2
'eTage_Erlander',1
'eTalal_of_Jordan',2
"'eTancred,_King_of_Sicily'",1
'eTancred_of_Hauteville',2
'eTanuja',2
'eTariq_Anwar_(film_editor)',1
'eTarja_Halonen',2
'eTatsuo_Kawabata',1
'eTaufa`ahau_Tupou_IV',1
'eTed_Kennedy',1
'eTeofilo_Braga',1
'eTeresa_Cristina_of_the_Two_Sicilies',1
'eTerry_Branstad',1
'eTerry_McAuliffe',1
'eTessa_Kennedy',1
'eThabo_Mbeki',1
"'eTheobald_II,_Count_of_Champagne'",1
"'eTheobald_VI,_Count_of_Blois'",1
'eTheodor_Heuss',1
'eTheodor_Korner_(Austrian_president)',1
'eTheodore_I_Laskaris',1
'eTheodore_Roosevelt',2
"'eTheodore_Roosevelt,_Sr.'",1
'eTheodosius_I',6
'eTheodosius_II',1
'eTheophanu',1
"'eTheresa_of_Portugal,_Countess_of_Flanders'",2
'eTherese_of_Saxe-Hildburghausen',2
"'eThierry,_Count_of_Flanders'",2
"'eThomas,_Count_of_Flanders'",1
"'eThomas,_Count_of_Savoy'",2
'eThomas_Amos_Rogers_Nelson',2
'eThomas_B._Cuming',1
'eThomas_Dehler',3
'eThomas_E._Donilon',1
"'eThomas_I,_Count_of_Savoy'",2
'eThomas_Jefferson',2
'eThomas_Klestil',1
'eThomas_de_Maiziere',2
'eThor_Pedersen',3
'eThorbjorn_Jagland',1
'eThorvald_Stauning',1
'eThorvald_Stoltenberg',1
'eThutmose_III',1
'eThutmose_IV',1
'eTiberius',1
'eTim_Buckley',1
'eTim_Kaine',1
'eTim_Scott',1
'eTimothy_Geithner',1
'eTimothy_Spall',1
'eTippi_Hedren',1
'eTom_Bradley_(American_politician)',1
'eTom_Hanks',1
'eTom_Vilsack',1
'eTome_de_Barros_Queiros',1
'eTomislav_Nikolic',1
'eTommaso_Padoa-Schioppa',1
'eTommy_Chong',1
'eTony_Blair',2
'eTony_Curtis',1
'eTony_Knowles_(politician)',1
'eTony_Richardson',2
'eTrajan',1
'eTrinidad_Jimenez',1
'eTurgut_Ozal',1
'eTyrone_Power',1
'eUday_Shankar',1
'eUlla_Schmidt',1
"'eUlrika_Eleonora,_Queen_of_Sweden'",2
'eUlrika_Eleonora_of_Denmark',1
'eUlvhild_Hakansdotter',1
'eUmaru_Musa_YarAdua',1
"'eUmberto_III,_Count_of_Savoy'",1
'eUmberto_I_of_Italy',2
'eUrbano_Rattazzi',1
"'eUrraca_of_Castile,_Queen_of_Portugal'",1
'eVaclav_Havel',2
'eVaclav_Klaus',1
'eVaira_Vike-Freiberga',1
'eValdas_Adamkus',2
'eValdemar_I_of_Denmark',1
'eValdis_Dombrovskis',1
'eValens',4
'eValentin_Paniagua',1
'eValentinian_I',3
'eValentinian_II',4
'eValentinian_III',1
'eValerie_Pecresse',3
'eValery_Giscard_dEstaing',3
'eVanessa_Redgrave',2
'eVasili_III_of_Russia',1
'eVasili_IV_of_Russia',1
'eVasili_Kuznetsov_(politician)',2
'eVeronica_Castro',1
'eVespasian',1
'eVic_Morrow',1
'eVicente_Fox',1
"'eVictor_Amadeus_I,_Duke_of_Savoy'",2
'eVictor_Amadeus_III_of_Sardinia',1
'eVictor_Amadeus_II_of_Sardinia',2
'eVictor_Emmanuel_III_of_Italy',2
'eVictor_Emmanuel_II_of_Italy',3
'eVictor_Emmanuel_II_of_Savoy',4
'eVictor_Emmanuel_I_of_Sardinia',4
"'eVictoria,_Princess_Royal'",7
'eVictoria_Eugenie_of_Battenberg',2
'eVictoria_Lord',1
'eVictoria_of_Baden',3
'eVigdis_Finnbogadottir',1
'eVijayakumar_(actor)',1
'eViktor_Orban',2
'eViktor_Yanukovych',1
'eViktor_Yushchenko',1
'eVince_McMahon',1
'eVincent_Auriol',3
'eVincente_Minnelli',1
'eVinod_Khanna',2
'eViolant_of_Hungary',2
'eVirgilio_Barco_Vargas',1
'eVirginia_Clinton_Kelley',1
'eVirginia_Fox',1
'eViridis_Visconti',1
'eVittorio_Emanuele_III',3
'eVittorio_Emanuele_Orlando',1
'eViviane_Reding',2
'eVladimir_II_Monomakh',2
'eVladimir_Meciar',1
'eVladimir_the_Great',1
"'eVladislaus_II,_Duke_of_Bohemia'",2
'eVsevolod_I_of_Kiev',1
'eVsevolod_the_Big_Nest',2
'eW._C._Fields',1
'eW._T._Cosgrave',1
"'eWaldemar,_Margrave_of_Brandenburg-Stendal'",1
'eWally_Hickel',1
'eWalter_Huston',1
'eWalter_Mondale',2
'eWalter_Scheel',3
'eWalter_Ulbricht',2
'eWalter_Wallmann',1
'eWarren_Christopher',1
'eWarren_G._Harding',1
'eWasim_Sajjad',2
"'eWenceslaus_I,_Duke_of_Luxembourg'",2
'eWenceslaus_III_of_Bohemia',2
'eWenceslaus_II_of_Bohemia',4
'eWenceslaus_IV_of_Bohemia',2
'eWerner_Dollinger',2
'eWilfried_Martens',2
'eWilhelm_Frick',1
"'eWilhelm_II,_German_Emperor'",6
'eWilhelm_II_of_Germany',8
'eWilhelm_I_of_Germany',2
'eWilhelm_Pieck',1
'eWilhelmina_of_the_Netherlands',2
'eWilhelmine_Amalia_of_Brunswick-Luneburg',3
"'eWilhelmine_of_Prussia,_Queen_of_the_Netherlands'",1
'eWill_Smith',1
'eWillem_Drees',1
'eWilli_Stoph',3
"'eWilliam,_Duke_of_Julich-Cleves-Berg'",2
"'eWilliam,_Duke_of_Nassau'",2
'eWilliam_A._Egan',2
'eWilliam_Alexander_Richardson',1
"'eWilliam_Cavendish-Bentinck,_3rd_Duke_of_Portland'",2
'eWilliam_Cohen',2
'eWilliam_Ewart_Gladstone',3
"'eWilliam_F._Buckley,_Jr.'",1
'eWilliam_Godwin',1
'eWilliam_Hague',1
'eWilliam_Henry_Harrison',1
'eWilliam_Henry_Vanderbilt',2
'eWilliam_Howard_Taft',2
"'eWilliam_I,_German_Emperor'",2
"'eWilliam_III,_Landgrave_of_Thuringia'",2
'eWilliam_III_of_the_Netherlands',2
'eWilliam_II_of_Holland',2
'eWilliam_II_of_Sicily',1
'eWilliam_II_of_the_Netherlands',1
"'eWilliam_IV,_Grand_Duke_of_Luxembourg'",1
'eWilliam_IV_of_the_United_Kingdom',2
'eWilliam_I_of_Sicily',1
'eWilliam_I_of_Wurttemberg',1
'eWilliam_I_of_the_Netherlands',1
'eWilliam_J._Bell',1
"'eWilliam_Lamb,_2nd_Viscount_Melbourne'",2
'eWilliam_Lyon_Mackenzie_King',1
'eWilliam_McKinley',1
'eWilliam_McMahon',2
"'eWilliam_Petty,_2nd_Earl_of_Shelburne'",1
'eWilliam_S._Burroughs',1
"'eWilliam_V,_Duke_of_Aquitaine'",1
"'eWilliam_V,_Duke_of_Bavaria'",1
"'eWilliam_VI,_Landgrave_of_Hesse-Kassel'",2
"'eWilliam_VIII,_Landgrave_of_Hesse-Kassel'",1
'eWilliam_the_Conqueror',2
'eWilliam_the_Silent',1
'eWilly_Brandt',2
'eWilly_Claes',1
'eWim_Duisenberg',1
'eWim_Kok',3
'eWings_Hauser',1
'eWinston_Churchill',4
'eWinthrop_Rockefeller',1
'eWladyslaw_III_Spindleshanks',4
'eWladyslaw_II_Jagiello',1
'eWladyslaw_II_the_Exile',3
'eWladyslaw_IV_Vasa',2
'eWladyslaw_I_Herman',1
'eWladyslaw_I_the_Elbow-high',4
'eWladyslaw_Odonic',2
'eWlodzimierz_Cimoszewicz',1
'eWojciech_Jaruzelski',3
"'eWolfgang,_Count_Palatine_of_Zweibrucken'",1
'eWolfgang_Clement',2
'eWolfgang_Schauble',2
'eWoodrow_Wilson',1
'eWouter_Bos',3
'eWu_Zetian',1
'eXanana_Gusmao',1
'eXavier_Bertrand',5
'eXavier_Darcos',3
'eYang_Guifei',1
'eYaroslav_the_Wise',4
'eYash_Chopra',1
'eYasser_Arafat',1
'eYitzhak_Rabin',2
"'eYixuan,_Prince_Chun'",1
'eYolande_of_Aragon',4
'eYongzheng_Emperor',1
'eYukio_Hatoyama',2
'eYuri_Andropov',2
'eYuri_Dolgorukiy',1
'eYves_Leterme',3
'eZachary_Taylor',1
'eZafarullah_Khan_Jamali',1
'eZakir_Hussain_(politician)',1
'eZalmay_Khalilzad',1
'eZbigniew_Messner',1
'eZein_al-Sharaf_Talal',2
'eZeno_(emperor)',1
'eZhou_Enlai',3
'eZita_of_Bourbon-Parma',1
'eZoe_Porphyrogenita',1
'eZulfikar_Ali_Bhutto',1
'fr_Ahmed_Mestiri',3
'fr_Alain_Carignon',1
'fr_Carlos_Fabiao',1
'fr_Christian_Bonnet',3
'fr_Hedi_Khefacha',1
'fr_Jacques_Valade',2
'fr_Philippe_Bas_(homme_politique)',2
'fr_Silvano_Ribeiro',2
